raw_row_number,lat,lng,location,district,date,time,stop_count,share_of_total
400,37.74491829999999,-122.4758464,"19TH AV & SANTIAGO",I,13515.0,79680.0,1378,8.2
402,37.7318633,-122.3872014,"PALOU AVE/KEITH STREET",C,13515.0,80100.0,2001,11.9
401,37.7578886,-122.4075947,"2636 21ST STREET",D,13515.0,80100.0,1482,8.8
403,37.7750068,-122.4131808,"9TH ST & HOWARD ST",B,13515.0,80340.0,2670,15.9
404,37.7382258,-122.3983849,"PALOU AVE/RANKIN",C,13515.0,80700.0,2001,11.9
405,37.7831079,-122.419195,POLK/EDDY,E,13515.0,80700.0,2263,13.4
407,37.7713289,-122.5111227,"GREAT HWY @ FULTON",G,13515.0,81000.0,1076,6.4
406,37.7535411,-122.3971381,"1000 CONNECTICUT",C,13515.0,81000.0,2001,11.9
408,37.7336846,-122.426396,"MISSION & BOSWORTH",H,13515.0,81360.0,2502,14.9
136,37.7736245,-122.4223425,ROSE/GOUGH,D,13515.0,8640.0,1482,8.8
409,37.7726574,-122.4096304,"ARMY & HARRISON",C,13515.0,81780.0,2001,11.9
411,37.77523370000001,-122.4209797,OAK/FRANKLIN,E,13515.0,82200.0,2263,13.4
410,37.7379278,-122.3895447,"3RD STREET/KIRKWOOD AVE",C,13515.0,82200.0,2001,11.9
412,37.7698749,-122.4223904,DUBOCE/VALENCIA,D,13515.0,82440.0,1482,8.8
413,37.743099,-122.405589,"BAYSHORE & MARINANDTO ON",C,13515.0,82500.0,2001,11.9
414,37.7392394,-122.3918467,KIRKWOOD/PHELPS,C,13515.0,82500.0,2001,11.9
415,37.7360862,-122.4244732,"MISSION & RICHLAND",H,13515.0,82500.0,2502,14.9
137,37.7915269,-122.4208971,POLK/SACRAMENTO,E,13515.0,8820.0,2263,13.4
417,37.7629549,-122.4597966,"PARNASUS/3RD AVE",F,13515.0,82800.0,1340,8.0
416,37.75275269999999,-122.4100934,FLORIDA/24TH,D,13515.0,82800.0,1482,8.8
421,37.7787581,-122.423364,GOUGH/FULTON,E,13515.0,83400.0,2263,13.4
420,37.707579,-122.4016839,"BAYSHORE & VERMONTDTO ON",C,13515.0,83400.0,2001,11.9
419,37.7626531,-122.4608606,4TH/PARNASSUS,F,13515.0,83400.0,1340,8.0
418,37.7636398,-122.4162808,"17TH ST. & SHOTWELL ST.",D,13515.0,83400.0,1482,8.8
423,37.78022199999999,-122.420689,"501 SOUTH VAN NESS AVENUE",D,13515.0,83700.0,1482,8.8
424,37.7989672,-122.4358938,"FILLMORE STREET AT GREENWICH STREET",E,13515.0,83700.0,2263,13.4
422,37.734723,-122.4752275,"19TH AVE @ SLOAT",I,13515.0,83700.0,1378,8.2
425,37.7609603,-122.435291,"18TH ST/CASTRO ST",D,13515.0,84000.0,1482,8.8
426,37.749416700000005,-122.4029083,"CESAR CHAVEZ & VERMONT",C,13515.0,84000.0,2001,11.9
427,37.7728017,-122.40575590000002,"975 BRYANT STREET",B,13515.0,84360.0,2670,15.9
428,37.7259964,-122.3868337,"INGALLS AVE/VAN DYKE",C,13515.0,84900.0,2001,11.9
429,37.79497670000001,-122.3931124,"MARIPOSA & DEHARORMON ON",C,13515.0,84900.0,2001,11.9
430,37.7611035,-122.41957109999998,"2242 MISSION ST.",D,13515.0,85500.0,1482,8.8
431,37.7355723,-122.3871594,"LA SALLE AVE & CASHMEE",C,13515.0,85800.0,2001,11.9
432,37.7801253,-122.4826038,"23RD AVE & GEARY",G,13515.0,85980.0,1076,6.4
125,37.7174325,-122.4429804,"ALEMANY BLVD & RESTANI ST",H,13515.0,1800.0,2502,14.9
138,37.76905530000001,-122.4200717,"1751 MISSION",D,13515.0,11820.0,1482,8.8
139,37.7711364,-122.4008384,"7TH STREET AT KING STREET",B,13515.0,13920.0,2670,15.9
140,37.7829042,-122.4655036,7TH/CLEMENT,G,13515.0,15480.0,1076,6.4
141,37.7377936,-122.3959698,OAKDALE@QUINT,C,13515.0,16200.0,2001,11.9
142,37.7829102,-122.4207636,"EDDY/VAN NESS",E,13515.0,19860.0,2263,13.4
143,37.78304910000001,-122.4096354,"964 MARKET ST.",B,13515.0,20100.0,2670,15.9
144,37.773308,-122.4680472,"FULTON @ 10TH",G,13515.0,20700.0,1076,6.4
145,37.7641157,-122.4130183,"17TH ST AND HARRISONST",D,13515.0,25200.0,1482,8.8
146,37.788017100000005,-122.399817,"2ND & MISSION",B,13515.0,25200.0,2670,15.9
147,37.724695,-122.4529324,"50 PHELAN",I,13515.0,25260.0,1378,8.2
148,37.72161759999999,-122.438622,"ONONODAGA & ALEMANY",H,13515.0,26100.0,2502,14.9
149,37.786119,-122.4181182,"LARKIN & GEARY",E,13515.0,26640.0,2263,13.4
150,37.7727314,-122.4407534,"200 BLK. BAKER ST",F,13515.0,27000.0,1340,8.0
151,37.7868385,-122.419944,"POLK & POST",E,13515.0,27300.0,2263,13.4
152,37.7782213,-122.4350777,"MCALLISTER & SCOTTNTO ON",F,13515.0,27600.0,1340,8.0
153,37.725821100000005,-122.4598496,FAXON/ELMWOOD,H,13515.0,27780.0,2502,14.9
154,37.7915624,-122.4074199,"STOCKTON TUNNEL",A,13515.0,27900.0,1063,6.3
155,37.7915624,-122.4074199,"STOCKTON TUNNEL",A,13515.0,28200.0,1063,6.3
156,37.77252989999999,-122.4423881,LYON/OAK,F,13515.0,28440.0,1340,8.0
157,37.7110453,-122.4462053,"LOWELL & MORSE",H,13515.0,28500.0,2502,14.9
158,37.7889065,-122.4036866,"KEARNY ST & POST ST",B,13515.0,28620.0,2670,15.9
159,37.7737729,-122.408536,"8TH & HARRISON",B,13515.0,28800.0,2670,15.9
160,37.7915624,-122.4074199,"STOCKTON TUNNEL",A,13515.0,28800.0,1063,6.3
161,37.7544074,-122.4776987,"1300 NORIEGA",I,13515.0,28860.0,1378,8.2
162,37.7915624,-122.4074199,"STOCKTON TUNNEL",A,13515.0,29100.0,1063,6.3
163,37.7811277,-122.4272424,"TURK & LAGUNA",E,13515.0,29340.0,2263,13.4
164,37.754328,-122.4821707,"1700 NORIEGA",I,13515.0,29400.0,1378,8.2
165,37.7750068,-122.4131808,"9TH & HOWARD",B,13515.0,29400.0,2670,15.9
166,37.7294019,-122.4260616,CONGDON/MAYNARD,H,13515.0,29460.0,2502,14.9
167,37.7694443,-122.4062321,"DIVISION & 9TH STHAVE",B,13515.0,29520.0,2670,15.9
169,37.7915624,-122.4074199,"STOCKTON TUNNEL",A,13515.0,29700.0,1063,6.3
168,37.77252989999999,-122.4423881,OAK/LYON,F,13515.0,29700.0,1340,8.0
170,37.7538602,-122.4896654,"2400 NORIEGA",I,13515.0,30000.0,1378,8.2
171,37.7694443,-122.4062321,"DIVISION & 9TH STHAVE",B,13515.0,30060.0,2670,15.9
172,37.8111694,-122.4102366,"MARINA & BAKERERORMON ON",E,13515.0,30180.0,2263,13.4
174,37.7340428,-122.4328599,"WILDER ST/CARRIE ST",H,13515.0,30300.0,2502,14.9
173,37.7294019,-122.4260616,CONGDON/MAYNARD,H,13515.0,30300.0,2502,14.9
175,37.7694443,-122.4062321,"DIVISION & 9TH STHAVE",B,13515.0,30360.0,2670,15.9
179,37.7915624,-122.4074199,"STOCKTON TUNNEL",A,13515.0,30600.0,1063,6.3
177,37.7750068,-122.4131808,"9TH & HOWARD",B,13515.0,30600.0,2670,15.9
178,37.8111694,-122.4102366,"MARINA & BAKERERORMON ON",E,13515.0,30600.0,2263,13.4
176,37.7848729,-122.412823,"400 ELLIS ST",J,13515.0,30600.0,1045,6.2
180,37.7694443,-122.4062321,"DIVISION & 9TH STHAVE",B,13515.0,30840.0,2670,15.9
183,37.7915624,-122.4074199,"STOCKTON TUNNEL",A,13515.0,30900.0,1063,6.3
182,37.8111694,-122.4102366,"MARINA & BAKERERORMON ON",E,13515.0,30900.0,2263,13.4
181,37.753736,-122.4882929,"2300 NORIEGA",I,13515.0,30900.0,1378,8.2
185,37.7294019,-122.4260616,CONGDON/MAYNARD,H,13515.0,31020.0,2502,14.9
184,37.7830985,-122.4612218,"3RD & CLEMENT",B,13515.0,31020.0,2670,15.9
186,37.7915624,-122.4074199,"STOCKTON TUNNEL",A,13515.0,31200.0,1063,6.3
187,37.7694443,-122.4062321,"DIVISION & 9TH STHAVE",B,13515.0,31260.0,2670,15.9
188,37.7694443,-122.4062321,"DIVISION & 9TH STHAVE",B,13515.0,31260.0,2670,15.9
189,37.8111694,-122.4102366,"MARINA & BAKERERORMON ON",E,13515.0,31320.0,2263,13.4
190,37.7912078,-122.4129675,"S/B MASONIC TO E/BOAK",F,13515.0,31380.0,1340,8.0
193,37.7915624,-122.4074199,"STOCKTON TUNNEL",A,13515.0,31500.0,1063,6.3
191,37.80311349999999,-122.4374597,"CERVANTES STREET AT ALHAMBRA STREET",E,13515.0,31500.0,2263,13.4
192,37.80311349999999,-122.4374597,"CERVANTES STREETHAMBRA STREET",E,13515.0,31500.0,2263,13.4
194,37.745548,-122.42206000000002,"SAN JOSE/28TH ST",H,13515.0,31560.0,2502,14.9
195,37.7294019,-122.4260616,CONGDON/MAYNARD,H,13515.0,31860.0,2502,14.9
196,37.788809500000006,-122.4119083,SUTTER/TAYLOR,A,13515.0,32100.0,1063,6.3
197,37.78446029999999,-122.4085608,"EDDY & CYRIL MAGNINTO ON",A,13515.0,32280.0,1063,6.3
198,37.7586404,-122.4190771,"MISSION & 20TH ST",D,13515.0,32280.0,1482,8.8
199,37.7694443,-122.4062321,"DIVISION & 9TH STHAVE",B,13515.0,32340.0,2670,15.9
200,37.7694443,-122.4062321,"DIVISION & 9TH STHAVE",B,13515.0,32340.0,2670,15.9
203,37.781582,-122.4023253,"DIVISION & FOLSOM",B,13515.0,32400.0,2670,15.9
202,37.7358886,-122.439737,"CHENERY ST/ELK ST",H,13515.0,32400.0,2502,14.9
201,37.7432299,-122.430355,"471 29TH ST",H,13515.0,32400.0,2502,14.9
204,37.7294019,-122.4260616,CONGDON/MAYNARD,H,13515.0,32580.0,2502,14.9
205,37.7723255,-122.4288249,"HAIGHT & WEBSTER",E,13515.0,32640.0,2263,13.4
206,37.80311349999999,-122.4374597,"CERVANTES STREET AT ALHAMBRA STREET",E,13515.0,32700.0,2263,13.4
207,37.7358886,-122.439737,"ELK ST/CHENERY ST",H,13515.0,33000.0,2502,14.9
209,37.794954700000005,-122.40808490000002,WASHINGTON/STOCKTON,A,13515.0,33180.0,1063,6.3
208,37.7694443,-122.4062321,"DIVISION & 9TH STHAVE",B,13515.0,33180.0,2670,15.9
210,37.7804778,-122.4125538,"7TH & MARKET",A,13515.0,33300.0,1063,6.3
211,37.7294019,-122.4260616,CONGDON/MAYNARD,H,13515.0,33420.0,2502,14.9
213,37.7750068,-122.4131808,"9TH & HOWARD",B,13515.0,33600.0,2670,15.9
212,37.7667883,-122.4079855,"200 POTRERO",C,13515.0,33600.0,2001,11.9
214,37.80311349999999,-122.4374597,"CERVANTES STREET AT ALHAMBRA STREET",E,13515.0,33600.0,2263,13.4
215,37.7834254,-122.4243179,ELLIS/GOUGH,E,13515.0,33600.0,2263,13.4
216,37.7348671,-122.4400705,"ELK ST/BOSWORTH ST",H,13515.0,33900.0,2502,14.9
217,37.7657891,-122.40756670000002,"300 POTRERO",C,13515.0,34200.0,2001,11.9
218,37.80311349999999,-122.4374597,"CERVANTES STREET AT ALHAMBRA STREET",E,13515.0,34200.0,2263,13.4
219,37.7360581,-122.4397389,"PARADISE ST/ELK ST",H,13515.0,34740.0,2502,14.9
220,37.7240279,-122.4353296,"SAN JUAN/MISSION",H,13515.0,34980.0,2502,14.9
221,37.80311349999999,-122.4374597,"CERVANTES STREET AT ALHAMBRA STREET",E,13515.0,35100.0,2263,13.4
222,37.7358886,-122.439737,"ELK ST/CHENERY ST",H,13515.0,35160.0,2502,14.9
223,37.7775913,-122.4384509,DIVISADERO/MCALLISTER,F,13515.0,35400.0,1340,8.0
224,37.791436100000006,-122.4208795,"POLK & GROVE",E,13515.0,35520.0,2263,13.4
225,37.7287485,-122.43131979999998,"SILVER  /MISSION",H,13515.0,35700.0,2502,14.9
433,37.7880812,-122.44042720000002,"DIVISADERO ST/CALIFORNIA ST",G,13516.0,600.0,1076,6.4
442,37.771494700000005,-122.50777920000002,"47TH @ FULTON",G,13516.0,3600.0,1076,6.4
523,37.7641047,-122.4712113,"1200 BLK MARKET STASN ON",B,13516.0,36000.0,2670,15.9
525,37.779594,-122.4168277,"LARKIN & FULTON",E,13516.0,36000.0,2263,13.4
524,37.77676659999999,-122.4078552,7TH/FOLSOM,E,13516.0,36000.0,2263,13.4
526,37.7840059,-122.4345444,"GEARY BLVD & STEINERSTREET",E,13516.0,36300.0,2263,13.4
527,37.77938580000001,-122.4184416,"CARLTON B. GOODLETTER",E,13516.0,36420.0,2263,13.4
528,37.7155866,-122.44172749999998,NIAGARA/MISSION,H,13516.0,36540.0,2502,14.9
529,37.7641047,-122.4712113,"1200 BLK MARKET STASN ON",B,13516.0,36600.0,2670,15.9
530,37.77938580000001,-122.4184416,"CARLTON B. GOODLETTER",E,13516.0,36780.0,2263,13.4
531,37.7787183,-122.4147847,"8TH AND MARKET",B,13516.0,36840.0,2670,15.9
532,37.7641047,-122.4712113,"1200 BLK MARKET STASN ON",B,13516.0,37140.0,2670,15.9
533,37.7840059,-122.4345444,"GEARY BLVD & STEINERSTREET",E,13516.0,37200.0,2263,13.4
534,37.77938580000001,-122.4184416,"CARLTON B. GOODLETTER",E,13516.0,37380.0,2263,13.4
535,37.7641047,-122.4712113,"1200 BLK MARKET STASN ON",B,13516.0,37620.0,2670,15.9
536,37.782070700000006,-122.4274068,"LAGUNA & EDDY",E,13516.0,37680.0,2263,13.4
538,37.779741,-122.4071746,"6TH & HOWARD",B,13516.0,37800.0,2670,15.9
539,37.77938580000001,-122.4184416,"CARLTON B. GOODLETTER",E,13516.0,37800.0,2263,13.4
537,37.786269700000005,-122.40207759999998,"3RD & MISSION",B,13516.0,37800.0,2670,15.9
540,37.7641047,-122.4712113,"1200 BLK MARKET STASN ON",B,13516.0,38160.0,2670,15.9
542,37.7840059,-122.4345444,"GEARY BLVD & STEINERSTREET",E,13516.0,38400.0,2263,13.4
543,37.776808,-122.4180605,"POLK & CITY HALL",E,13516.0,38400.0,2263,13.4
541,37.786269700000005,-122.40207759999998,"3RD & MISSION",B,13516.0,38400.0,2670,15.9
544,37.77938580000001,-122.4184416,"CARLTON B. GOODLETTER",E,13516.0,38760.0,2263,13.4
545,37.7523266,-122.3965365,"25TH & CONNECTICUT",C,13516.0,38820.0,2001,11.9
546,37.78939,-122.4010619,"1100 FELL STNTT STASN ON",F,13516.0,39000.0,1340,8.0
547,37.779741,-122.4071746,"6TH & HOWARD",B,13516.0,39000.0,2670,15.9
548,37.77938580000001,-122.4184416,"CARLTON B. GOODLETTER",E,13516.0,39060.0,2263,13.4
550,37.7775012,-122.41632,"9TH & MARKET",B,13516.0,39300.0,2670,15.9
549,37.78939,-122.4010619,"1100 FELL STNTT STASN ON",F,13516.0,39300.0,1340,8.0
551,37.791632,-122.41912990000002,"LARKIN & MARKET",E,13516.0,39300.0,2263,13.4
552,37.7523266,-122.3965365,"25TH & CONNECTICUT",C,13516.0,39540.0,2001,11.9
553,37.779741,-122.4071746,"6TH & HOWARD",B,13516.0,39600.0,2670,15.9
554,37.7752378,-122.4184444,"11TH & MARKETET STASN ON",B,13516.0,39840.0,2670,15.9
555,37.785251,-122.4399367,"DIVISIDERO & SUTTER",E,13516.0,39960.0,2263,13.4
556,37.714688200000005,-122.447335,"2600 ALEMANY",H,13516.0,40200.0,2502,14.9
558,37.7388908,-122.4146922,CORTLAND/ELLSWORTH,H,13516.0,40200.0,2502,14.9
557,37.786269700000005,-122.40207759999998,"3RD & MISSION",B,13516.0,40200.0,2670,15.9
559,37.7426716,-122.484281,"27TH AV @ TARAVAL",I,13516.0,40260.0,1378,8.2
560,37.7641047,-122.4712113,"1200 BLK MARKET STASN ON",B,13516.0,40320.0,2670,15.9
561,37.714688200000005,-122.447335,"2600 ALEMANY",H,13516.0,40500.0,2502,14.9
562,37.7896794,-122.4078572,"FELL & SCOTTH STTENON ON",F,13516.0,40500.0,1340,8.0
563,37.714688200000005,-122.447335,"2600 ALEMANY",H,13516.0,40800.0,2502,14.9
564,37.786269700000005,-122.40207759999998,"3RD & MISSION",B,13516.0,40800.0,2670,15.9
565,37.7770305,-122.4126307,"8TH ST / MINNA",B,13516.0,41100.0,2670,15.9
566,37.7720773,-122.4119113,"HOWARD & 10TH STTENON ON",B,13516.0,41280.0,2670,15.9
567,37.714688200000005,-122.447335,"2600 ALEMANY",H,13516.0,41400.0,2502,14.9
570,37.777103,-122.4105158,"HOWARD ST & RAUSCH ST",B,13516.0,41640.0,2670,15.9
569,37.7522493,-122.4184588,"24TH & 3RD STTICUTOLA",C,13516.0,41640.0,2001,11.9
571,37.714688200000005,-122.447335,"2600 ALEMANY",H,13516.0,41700.0,2502,14.9
572,37.734858,-122.4934307,"36TH AND YORBA",I,13516.0,41940.0,1378,8.2
573,37.8184418,-122.26329479999998,"MCKINNON & MENDELLSON ON",C,13516.0,42000.0,2001,11.9
575,37.743102500000006,-122.4746378,"18TH AV @ TARAVAL",I,13516.0,42180.0,1378,8.2
574,37.7643177,-122.4103838,"17TH & BRYANT",D,13516.0,42180.0,1482,8.8
576,37.734858,-122.4934307,"36TH AND YORBA",I,13516.0,42480.0,1378,8.2
577,37.786269700000005,-122.40207759999998,"3RD & MISSION",B,13516.0,42900.0,2670,15.9
578,37.7385782,-122.423994,"MISSION & EXCELSIOR",H,13516.0,43080.0,2502,14.9
443,37.7627865,-122.50588,"1274 46TH AVE",I,13516.0,4800.0,1378,8.2
579,37.7809745,-122.4087337,"6TH & MISSION",B,13516.0,43200.0,2670,15.9
580,37.7397793,-122.4236755,MISSION/RANDALL,H,13516.0,43800.0,2502,14.9
581,37.7430517,-122.4757338,"19TH AV @ TARAVAL",I,13516.0,44280.0,1378,8.2
582,37.7430517,-122.4757338,"19TH AV @ TARAVAL",I,13516.0,44280.0,1378,8.2
583,37.7967103,-122.4084529,"STOCKTON & PACIFIC",A,13516.0,44640.0,1063,6.3
584,37.7950319,-122.3950407,"JUSTIN & ALEMANYA",H,13516.0,45000.0,2502,14.9
585,37.7805805,-122.4781992,"STERLING & HWY 80",B,13516.0,45000.0,2670,15.9
587,37.7257734,-122.4340038,"MISSION @ SANTA ROSA",H,13516.0,45300.0,2502,14.9
586,37.743102500000006,-122.4746378,"18TH AV @ TARAVAL",I,13516.0,45300.0,1378,8.2
589,37.7231662,-122.4425177,ONONDAGA/OCEAN,H,13516.0,45540.0,2502,14.9
588,37.775785,-122.4241999,"OCTAVIA & FELL",E,13516.0,45540.0,2263,13.4
590,37.7389361,-122.46839579999998,"200 WEST PORTAL",I,13516.0,45900.0,1378,8.2
591,37.8045973,-122.4115531,"MIDDLE & EVANSICUTOLA",C,13516.0,46140.0,2001,11.9
592,37.733148,-122.465501,"MONTEREY AND SAN ANSELMO",I,13516.0,46440.0,1378,8.2
593,37.729467,-122.388486,"1471 SHAFTER AVE",C,13516.0,46500.0,2001,11.9
594,37.8132544,-122.3711422,"TREASURE IS. & MCALLA RD",B,13516.0,46560.0,2670,15.9
595,37.7355753,-122.3903853,"3RD & NEWCOMB",C,13516.0,46800.0,2001,11.9
596,37.7841403,-122.420773,"VAN NESS & MARKET",B,13516.0,46800.0,2670,15.9
597,37.7226566,-122.427359,"327 ATHENS",H,13516.0,46980.0,2502,14.9
598,37.7259964,-122.3868337,"VANDYKE & INGALLS",C,13516.0,47100.0,2001,11.9
599,37.8132544,-122.3711422,"TREASURE IS. & MCALLA RD",B,13516.0,47460.0,2670,15.9
600,37.7519757,-122.486015,ORTEGA/28TH,I,13516.0,47520.0,1378,8.2
603,37.77015479999999,-122.4510289,"PAGE AND COLE ST",F,13516.0,48000.0,1340,8.0
601,37.7822716,-122.479545,"CLEMENT/20TH AVE",G,13516.0,48000.0,1076,6.4
602,37.774949,-122.4192915,"HWY 101 S/B BRISBANEEXIT",C,13516.0,48000.0,2001,11.9
604,37.7720773,-122.4119113,"10TH & MISSIONDELLSON ON",B,13516.0,48300.0,2670,15.9
606,37.7543505,-122.4054737,"23RD & UTAH",D,13516.0,48900.0,1482,8.8
605,37.77633,-122.440468,"1441 FULTON ST",F,13516.0,48900.0,1340,8.0
608,37.7395651,-122.4700062,"VICENTE AND 14TH",I,13516.0,48900.0,1378,8.2
607,37.796504,-122.4100932,"POWELL & CALIFORNIASN ON",A,13516.0,48900.0,1063,6.3
609,37.7533608,-122.4006284,"24TH & POTRERO",D,13516.0,48960.0,1482,8.8
610,37.8132544,-122.3711422,"TREASURE IS. & MCALLA RD",B,13516.0,48960.0,2670,15.9
611,37.765783000000006,-122.418409,"CHRUCH & DUBOCELVEOLA",E,13516.0,49020.0,2263,13.4
613,37.7565715,-122.4134005,21ST/TREAT,D,13516.0,49200.0,1482,8.8
612,37.77191,-122.413734,"11TH & FOLSOMRKETEOLA",B,13516.0,49200.0,2670,15.9
614,37.7760211,-122.4447795,"FULTON AND CENTRAL ST",F,13516.0,49500.0,1340,8.0
615,37.7850854,-122.407624,"CALIFORNIA & JONESASN ON",A,13516.0,49620.0,1063,6.3
444,37.7648614,-122.42286599999998,"3142 16TH STREET",D,13516.0,5700.0,1482,8.8
616,37.79950770000001,-122.4241083,"VAN NESS/FILBERT",E,13516.0,49800.0,2263,13.4
617,37.7292307,-122.4308447,"MISSION & MAYNARD",H,13516.0,50100.0,2502,14.9
620,37.7337659,-122.3905246,PALOU/LANE,C,13516.0,50400.0,2001,11.9
619,37.7845297,-122.4134994,"441 ELLIS STREET",J,13516.0,50400.0,1045,6.2
618,37.7756509,-122.4416369,"1500 GROVE ST",F,13516.0,50400.0,1340,8.0
621,37.765783000000006,-122.418409,"CHRUCH & DUBOCELVEOLA",E,13516.0,50700.0,2263,13.4
622,37.778524100000006,-122.4056342,"FOLSOM & 6TH ST.",B,13516.0,50760.0,2670,15.9
623,37.7143002,-122.4627305,ORIZABA/RANDOLPH,I,13516.0,50820.0,1378,8.2
624,37.7561742,-122.4067237,"22ND & POTRERO",D,13516.0,51180.0,1482,8.8
625,37.7140877,-122.4560934,FARALLONES/PLYMOUTH,I,13516.0,51600.0,1378,8.2
626,37.7772904,-122.4197826,"HAYES STREET & VAN NESS AVENUE",E,13516.0,51900.0,2263,13.4
627,37.765783000000006,-122.418409,"CHRUCH & DUBOCELVEOLA",E,13516.0,52140.0,2263,13.4
628,37.783926,-122.433072,FILLMORE/CALIF,E,13516.0,52200.0,2263,13.4
629,37.762075,-122.470329,"JUDAH AND FUNSTON",I,13516.0,52320.0,1378,8.2
630,37.765783000000006,-122.418409,"CHRUCH & DUBOCELVEOLA",E,13516.0,52440.0,2263,13.4
632,37.78071729999999,-122.4305361,"WEBSTER STREET & TURK STREET",E,13516.0,52800.0,2263,13.4
631,37.7342833,-122.4489074,"TERESITA AND FOERESTER",H,13516.0,52800.0,2502,14.9
633,37.7794511,-122.440414,BRODERICK/TURK,F,13516.0,53100.0,1340,8.0
634,37.763571,-122.4771419,"19TH AND IRVING",I,13516.0,53220.0,1378,8.2
635,37.736939,-122.3910989,"NEWHALL AND MCKINNON",C,13516.0,53400.0,2001,11.9
636,37.7809451,-122.4119616,"JONES / MARKET STS",J,13516.0,53820.0,1045,6.2
445,37.7697166,-122.4050117,"1O1 NORTH & VERMONT",C,13516.0,6360.0,2001,11.9
435,37.78000170000001,-122.4879727,"GEARY @ 28TH AV",G,13516.0,900.0,1076,6.4
434,37.7525561,-122.3926804,25TH/PENNSYLVANIA,C,13516.0,900.0,2001,11.9
637,37.781930200000005,-122.4870301,"27TH AVE / CLEMENT ST",G,13516.0,54120.0,1076,6.4
638,37.765547,-122.4710049,"LINCOLN AND FUNSTON",I,13516.0,54720.0,1378,8.2
639,37.7985838,-122.4088277,VALLEJO/STOCKTON,A,13516.0,55080.0,1063,6.3
640,37.771531,-122.4540126,"JOHN F KENNEDY/FELL",F,13516.0,55500.0,1340,8.0
642,37.7826882,-122.4224926,FRANKLIN/EDDY,E,13516.0,56400.0,2263,13.4
641,37.722734,-122.4316503,"419 MADRID",H,13516.0,56400.0,2502,14.9
643,37.7838854,-122.4579547,EUCLID/PALM,G,13516.0,56700.0,1076,6.4
645,37.7659948,-122.457823,"FREDERICK AND ARGUELLO",F,13516.0,57300.0,1340,8.0
646,37.7805004,-122.4321601,TURK/FILLMORE,E,13516.0,57540.0,2263,13.4
647,37.7854319,-122.4247159,GOUGH/GEARY,E,13516.0,57600.0,2263,13.4
648,37.727470200000006,-122.4037867,"2700 SAN BRUNO",C,13516.0,58200.0,2001,11.9
650,37.7630605,-122.388674,"3RD STREET & 18THSTREET",C,13516.0,58380.0,2001,11.9
649,37.7275402,-122.40161840000002,"1875 EGBERT ST",C,13516.0,58380.0,2001,11.9
651,37.761686,-122.4780902,"JUDAH AND 20TH",I,13516.0,58500.0,1378,8.2
652,37.7957362,-122.4234984,"BROADWAY & VAN NESS",E,13516.0,58620.0,2263,13.4
653,37.7832684,-122.4027358,"4TH & HOWARD",B,13516.0,58800.0,2670,15.9
654,37.7528185,-122.3878887,"2900 BLK 3RD STREET",C,13516.0,59100.0,2001,11.9
655,37.7616989,-122.4759419,"JUDAH AND 18TH",I,13516.0,59220.0,1378,8.2
656,37.7881967,-122.4225302,"JACKSON & VAN NESSSON ON",E,13516.0,59280.0,2263,13.4
657,37.7123578,-122.4182867,"SUNNYDALE & SANTOS",H,13516.0,59400.0,2502,14.9
658,37.7292939,-122.392758,"3RD & WILLIAMS",C,13516.0,59700.0,2001,11.9
659,37.784516,-122.4042942,"4TH & MISSION",B,13516.0,60000.0,2670,15.9
660,37.7957362,-122.4234984,"BROADWAY & VAN NESS",E,13516.0,60000.0,2263,13.4
661,37.7164949,-122.4408199,"901 GENEVA AVE.",H,13516.0,60300.0,2502,14.9
662,37.7616989,-122.4759419,"JUDAH AND 18TH",I,13516.0,60300.0,1378,8.2
663,37.761686,-122.4780902,"JUDAH AND 20TH",I,13516.0,60780.0,1378,8.2
664,37.7483155,-122.4137009,"CESAR CHAVEZ & FOLSOMST",H,13516.0,60900.0,2502,14.9
665,37.7775046,-122.4332489,"FULTON & STEINER",F,13516.0,60960.0,1340,8.0
666,37.7907632,-122.4040735,KEARNY/BUSH,A,13516.0,61200.0,1063,6.3
667,37.7287436,-122.3900116,"KEITH & EVANSSTAVANSC",C,13516.0,61200.0,2001,11.9
669,37.7921793,-122.4227822,"VAN NESS/CLAY",E,13516.0,61200.0,2263,13.4
668,37.789403,-122.4222331,"PINE & VAN NESS",E,13516.0,61200.0,2263,13.4
670,37.722381,-122.4027689,"800 GIRARD ST",C,13516.0,61500.0,2001,11.9
671,37.7957362,-122.4234984,"BROADWAY & VAN NESS",E,13516.0,61500.0,2263,13.4
672,37.7832764,-122.40519740000002,"5TH & MISSION& 3RD ST",B,13516.0,61800.0,2670,15.9
673,37.78164,-122.3944925,"PARK ST & LEESE ST",H,13516.0,62040.0,2502,14.9
674,37.7928478,-122.4245387,"FRANKLIN & WASHINGTON ON",E,13516.0,62100.0,2263,13.4
675,37.7957362,-122.4234984,"BROADWAY & VAN NESS",E,13516.0,62220.0,2263,13.4
676,37.73561289999999,-122.4167841,"ANDOVER ST & RICHLANDST",H,13516.0,62280.0,2502,14.9
678,37.7702517,-122.4300988,"HERMANN & FILLMORE",F,13516.0,62400.0,1340,8.0
677,37.7957362,-122.4234984,"BROADWAY & VAN NESS",E,13516.0,62400.0,2263,13.4
679,37.71127429999999,-122.45261770000002,"2971 ALEMANY",H,13516.0,62460.0,2502,14.9
680,37.80118,-122.419603,"STERLING ST ON RAMP",B,13516.0,62520.0,2670,15.9
